text,label
원클릭양호현기지국    상세증상  분정도전부터 건물내 통화중 끊김심함 타폰 비교못함 재부팅해도 동일   다른 동일망 불량여부    품질 및 감도내부  불량  품질 및 감도외부  불량  상담원 조치 사항    추가연락처    특이전달사항고객성향기타  해당 지역 이상 유무 및 동일 문의 여부 개선 방법 확인 부탁드립니다,호단절
원클릭양호시설공급  상세증상   오늘 갑자기 자택에서 통화끊김  외부 정상 타폰 확인불가 중계기 무   교품 철회 약관 안내    타폰 비교    내부품질    외부품질    상담원 조치 사항    추가 연락처수신불량 문의 경우 필수탐색    기타 전달사항진단 후 해당 사항 안내 및 기재 필요,호단절
오늘 시부터 통화음질불량 오전에 무슨 작업하고 갔다고 함 관리동 관리사무실에서 통화안됨  외부정상  공지내용 안내해드렸으나 현재 작업 완료여부 확인부탁드리빈다   충남공지  주소 남 시 읍 리  아 단지  불량망  내용  도너 예비품 수급 지연 및 우천으로 작업지연   해당주소지 인입시 고객 양해부탁드립니다,음질불량
,통품상담성
대리점직원연락옴 문자수신안되어문의 수신내역정상 테스트문자 정상,단문메세지(SMS)
 몇달전부터 수신실패증상 일 전에도 증상있었다고함 고객단말만증상  이후 수신안되어 전원껏다키면 콜키퍼로 문자 수신됨   설정상태라고함 업데이트  전원리셋 초기화  유심탈부착  추후 동일증상시 유심카드기기점검안내,기업형메시지(금융권인증SMS)
 월초부터 위치무관하게 상단에 라고 뜸  전원 시 동일증상   모드로 확인되어 우선모드 변경 안내  종료,3G천이
 자녀분 아이폰 방해금지 모드 해제방법 문의,통품상담성
대구  삼성전자에서 보낸 인증문자 수신실패 은 수신내역 확인시 없음 날짜는 일경이라고함 수신내역이상은 없음 해당업체 보냈다고하나 회신번호날짜시간 확인안되어 확인바람,기업형메시지(금융권인증SMS)
중계기요청  희망일시      선처리 가능시 처리 부탁드립니다  담당자 방문전 일정관련 연락예정  추가연락처 없음부재시 문자요망   상호명  스티도동  장비 리셋 여부    타폰비교    불량망    내부 품질  불량  외부 품질  양호  기타 전달사항  한달전쯤부터 지하내 관리실 통화품질불량 전화 끊기고 연결이 잘안된다심  타사 인터넷기사들이 방문하고 나서부터 안되는것같다시 지하 장비 확인되어 요청합니다  루키여부철회가능일자 ,발수신불가
실장님 통해접수    서부전송 문의선로 철거   고객번호이름     주소     문의 내용  여객선터미널 바로 앞 도로 포장공사로인해 도로가 높아졌다고함 맨홀위치가 현재 낮아 높이 맞춰달라고함   사업자별 광케이블 확인 여부    추가연락처    특이전달사항고객성향기타 ,이설요청/철거요청
원클릭문의시설공급문의  상세증상  오래전부터 증상 데이터 접속되다 안되다 함  다른 동료도 문의했다고 언급  통화양호  중계기    다른  동일 불량여부    품질 및 감도내부  불량  품질 및 감도외부  양호  특이전달사항고객성향기타     건수     양호불량확인시 장비명 ,초기접속불가
 오늘 오후부터 갑자기 데이터 끊김  음성양호  로 신호지속 확인됨  켬  전원  후 비교사용권유  재통화 약속,3G천이
원클릭양호시설공급   상세증상  통화 음질끊김  호단절  통화이탈 뜸 부모님이 사용하시는데 기사님 방문후 중계기 시설되어 이용잘되신다고함  도 중계기 시설해달라고 하심    발생시기  현지역으로 온이후   단말기버전   설정안내여부  사용중  타 사용자 통화품질 동일불량여부  동일  품질및감도내부  불량  품질및감도외부  불량 분정도 이동해야됨   중계기 설치 여부    층평수     사용여부    상담사 조치 사항  특이전달사항고객성향기타  특이사항 및 개선방법 확인부탁드립니다,호단절
원클릭양호시설공급  상세증상  이사 후 자택내부에서 통화가 불량하여 문의통화시 끊김묵음외부 정상임중게기 장비 없음 진단시 양호로 확인되어 안내 이상여부 확인바랍니다  다른 동일망 불량여부    품질 및 감도내부  불량   품질 및 감도외부  양호  상담원 조치 사항   추가연락처   특이전달사항고객성향기타,호단절
 특정번호 발신실패 전화연결되지 않는다는 멘트 송출   다른 음성정상    통화 안내  아웃예정,발신불가
 원클릭양호 시설공급  시분   상세증상    대리점직원분이 연락주심  당일 기기 변경후부터 자택 내부에서 수발신안됨 울림증상 거실에서만 증상 거실 이외에 모든 방은 양호하다고함 자택외부로 나가니 양호  유심카드 교체했으나 동일 다른사용자 없어 확인불가     다른  동일 불량여부  확인불가   품질 및 감도내부  불량  품질 및 감도외부   양호  특이전달사항고객성향기타     건수 건    양호불량확인시 장비명  캠충주용산주공,발수신불가
원클릭양호  시설공급문의    상세증상  저번주 금요일부터 가 접속이 안된다고 하심  건물 밖에서는 원활이 잘되었으나  로 접속이 되어서 문의    타  사용자 통화품질 불량여부   품질내부 불량 품질외부 불량  상담사 조치 사항   추가연락처    건수  진단제외    양호불량 확인시 장비명  김해구산연지프라자  중계기 설치유무       층수평수,초기접속불가
원클릭문의 시설 상세증상   를 사용하다가 로 바꾸고 그때부터 데이터 집에 들어가면 느리고 안터진다함 음성정상 설정여부 사용중 품질및감도내부  불량 품질및감도외부  집근처외부는 이용안해보셨으나 집내부 외에 타지역은 모두 양호 장비설치유무  없을것같다함 특이전달사항고객성향기타   주변특이사항및 개선여부확인부탁드립니다 중계기로 개선 가능한지확인부탁드립니다,초기접속불가
 문의내용 기억안나신다고 재연락 하신다고함 종료,통품상담성
 에서 오는  인증 전화만 수신 안된다고 함  수신거부 차단 되있는건 없었다고 함  후후 관련 앱 사용하는것도 없다고 함  백신 앱 사용하는건 있어서 삭제 후 비교 사용해보기로 함,수신불가
예전부터 위치무관 간혹 통화시 음질끊김    전파특성 안내   리셋 안내   이후 동일시 기기점검 필요 양해,호단절
  특정번호 문자수신실패  핸드폰 문자 스팸함 확인시 차단되어있어서 해당번호 삭제후 사용 안내    종료,단문메세지(SMS)
농협입출금 문자 시부터 수신실패    정상 확인 기기상 스팸설정 확인 요청 설정 못하심 가상 보냈으나 조작 불가 설정법 추가로 문자 전송,기업형메시지(금융권인증SMS)
원클릭양호지상 중계기 신청  설치희망일시   일 사이 담당자 연락예정 안내   추가연락처   부재시 문자요청  상호명  신자택공로  제반사항  건물주동의 전기료 천공 안내   층수평수   층  평 개선 수긍  불량망   내부품질   불량    외부품질   양호  루키여부철회가능일자  비대상  기타 전달사항  이사후 년전 댁내 통화품질불량 감도칸 통화중 음질불량 발생 외부양호로 댁내 스피드 시설 요청 자가격리자없으며 담당자 출입 가능하다함 스피드 시설사례 문자발송 고객 수긍,음질불량
  삭재  전화연결음이 해외에 있는것처럼 나온다고함  확인중,T제공 어플
 사업장 중계기 설치를 하였으나 가정용중계기로 말고 사업장에서 설치할 수 있는  장비를 설치 해달라고 함   평수     확인 후 재연락예정,통품상담성
 일전부터 위치무관하게 발신지연됨  기기미점검 초기화및전원온오프안내,발신불가
 전화 수발신 모두 실패   전원재부팅 후 시간 이용 되고 다시 안 됨  전파특성 안내 후 제조사 방문 권유,발수신불가
문자가 들어오는 경우가 있고 안들어오는 경우가 있음 테스트시 정상확인  확인시 고객 주장시간에 특이점은 없음  정확한 발송정보 알려주셔야 이력 확인됨 안내 종료,단문메세지(SMS)
번호이동후부터 데이터느림 위치무관 와이파이해제 업그레이드최신버젼안내  초기화재부팅후이용안내 시간두시고 이용한다소함 전파특성양해,속도저하
중계기 신청  설치희망일시시간준수협의가능일안내순차적으로연락드림안내  추가연락처    주소상호명 박 부모님 자택  제반사항건물주전기료천공 동의여부  층수평수  층 평  불량망    품질 내부 불량    품질 외부 양호  홈펨토안내여부   중복불만여부   고객성향    설치경쟁사  확인불가  특이전달사항고객성향기타 지난달 장비 접수하셨다가 일정상 시설받지 못해  재시설요청하심  해당주소지 부모님 댁이나 일정조율은 본인과 해주시면된다 하니 응대시 참고부탁드립니다  타 사용자 통화품질 불량여부 ,발수신불가
 원클릭양호  시설공급문의   상세증상 ㄷ자택에서 전화가 안된다고하심  수신도 안됨 끊기거나 먹통   중계기 설치 유무    평수   다른  동일 불량여부     품질내부  불량 품질외부 양호   특이전달사항고객성향기타    건수        양호불량 확인시 장비명 ,발수신불가
